time,id,depth,mag,nst,error
2020-07-19T07:54:50.020Z,av62200456,3.81,-0.3,5,0.7
2020-07-19T07:52:32.524Z,ak02098ji071,98.9,1.6,,
2020-07-19T07:52:23.780Z,ci38597970,1.23,0.82,10,0.23
2020-07-19T07:46:53.060Z,av62200441,7.68,0.78,7,0.33
2020-07-19T07:46:24.710Z,nn00761305,8.4,0.6,12,
2020-07-19T07:44:52.084Z,us7000ar5x,90.09,4.4,,9.6
2020-07-19T07:44:44.260Z,nn00761302,8.5,1.3,16,
2020-07-19T07:39:44.274Z,ak02098jf8u0,5.1,0.8,,
2020-07-19T07:37:37.240Z,av62200426,6.68,0.75,6,0.36
2020-07-19T07:32:17.360Z,ci38597962,3.31,0.31,15,0.4
2020-07-19T07:18:55.520Z,ci38597954,0.18,0.92,11,0.47
2020-07-19T07:18:43.660Z,nn00761299,5.4,1.2,17,
2020-07-19T07:17:19.240Z,av62200386,6.85,0.25,6,0.42
2020-07-19T07:16:00.870Z,nc73428096,9.14,1.79,20,0.51
2020-07-19T07:14:44.880Z,ci38597946,2.44,1.58,19,0.36
2020-07-19T07:14:17.730Z,nn00761296,6.1,1.7,19,
2020-07-19T07:10:10.470Z,pr2020201001,10,1.54,5,0.79
2020-07-19T07:10:00.550Z,ci38597930,6.75,0.36,16,0.43
2020-07-19T07:09:01.700Z,hv72050717,34.68000031,1.92999995,42,0.56
2020-07-19T07:08:51.010Z,av62200381,8.99,0.65,7,0.33
2020-07-19T07:08:17.960Z,nn00761294,2.8,0.9,10,
2020-07-19T07:01:00.997Z,ak02098j70ab,25.5,1,,
2020-07-19T06:59:30.810Z,nn00761291,9.2,0.8,11,
2020-07-19T06:57:43.390Z,ok2020obyk,6.12,1.85,82,
2020-07-19T06:53:04.754Z,ak02098iwq7f,91.8,0.5,,
2020-07-19T06:51:58.950Z,nn00761289,4.3,0.6,10,
2020-07-19T06:49:43.770Z,ok2020obyd,5.58,0.82,31,
2020-07-19T06:48:29.220Z,ci38597922,10.82,0.55,20,0.23
2020-07-19T06:45:18.779Z,ak02098iv1k5,11.4,1.3,,
2020-07-19T06:44:25.770Z,nc73428091,4.73,0.12,15,0.29
2020-07-19T06:44:03.299Z,ok2020obxy,6,1.73,70,
2020-07-19T06:40:40.789Z,ak02098iu0o9,1.2,3,,
2020-07-19T06:38:29.536Z,ak02098itkdl,1.3,1.3,,
2020-07-19T06:33:49.180Z,ci38597914,8.33,1.05,40,0.31
2020-07-19T06:30:53.940Z,ci38597906,17.09,1.09,48,0.23
2020-07-19T06:29:29.930Z,nn00761287,7.3,0.6,12,
2020-07-19T06:22:27.648Z,ak02098iq4rw,12.8,1.5,,
2020-07-19T06:21:33.580Z,nn00761284,12.3,0.8,12,
2020-07-19T06:16:53.090Z,ci38597898,18.97,0.54,36,0.24
2020-07-19T06:06:42.930Z,hv72050657,3.86,1.13,33,0.33
2020-07-19T06:03:00.440Z,nn00761283,7.3,0.5,9,
2020-07-19T05:54:45.410Z,ak02098iblgd,32.9,1,,
2020-07-19T05:45:49.958Z,ak02098i9of4,0,2.3,,
2020-07-19T05:45:13.530Z,nn00761282,13.4,0.5,11,
2020-07-19T05:38:35.370Z,ci38597890,6.66,0.78,40,0.14
2020-07-19T05:29:27.050Z,nn00761278,4,1.2,16,
2020-07-19T05:28:44.740Z,nn00761280,7.3,0.7,10,
2020-07-19T05:27:03.150Z,ci38597882,6.87,1.05,28,0.22
2020-07-19T05:25:07.330Z,ok2020obvi,7,1.15,53,
2020-07-19T05:18:10.270Z,pr2020201002,13,2.88,23,0.68
2020-07-19T05:17:20.930Z,av62200321,8.03,0.74,9,0.55
2020-07-19T05:16:28.200Z,av62200316,4.11,0.03,6,0.66
2020-07-19T05:12:45.999Z,ak02098i2lfb,23.6,0.9,,
2020-07-19T05:06:55.928Z,ak02098i1bv9,110.8,1.8,,
2020-07-19T05:05:05.790Z,ci38597866,14.01,1.12,37,0.27
2020-07-19T05:04:57.500Z,ci38597850,9.09,0.75,23,0.23
2020-07-19T05:04:04.220Z,av62200306,5.52,-0.19,6,0.68
2020-07-19T05:01:55.990Z,uu60402517,9.5,0.24,6,0.63
2020-07-19T05:00:49.330Z,nc73428086,9.45,0.72,8,0.75
2020-07-19T04:57:07.190Z,nn00761276,7.3,0.8,13,
2020-07-19T04:56:20.470Z,ak02098hqjd2,21.8,1.3,,
2020-07-19T04:55:51.880Z,ci38597842,6.91,0.88,47,0.14
2020-07-19T04:54:18.097Z,us7000ar49,10,4.6,,9.1
2020-07-19T04:51:54.830Z,ci38597834,10.62,0.75,13,0.46
2020-07-19T04:42:13.240Z,av62200281,3.21,0.05,7,0.39
2020-07-19T04:40:46.610Z,av62200276,5.77,-0.3,6,0.58
2020-07-19T04:37:48.810Z,av62200266,3.03,0.34,6,0.41
2020-07-19T04:36:25.880Z,nn00761274,4.6,0.8,11,
2020-07-19T04:32:15.360Z,nc73428076,1.71,0.06,13,0.35
2020-07-19T04:23:44.220Z,ci38597818,10.71,1.56,20,0.63
2020-07-19T04:23:33.940Z,ci38597810,7.6,0.34,20,0.33
2020-07-19T04:23:11.910Z,av62200251,4.58,-0.09,6,0.51
2020-07-19T04:20:50.980Z,ci38597802,9.52,1.53,43,0.26
2020-07-19T04:19:09.680Z,nc73428066,12.12,2.62,16,3.55
2020-07-19T04:12:49.210Z,nc73428061,4.89,1.53,21,0.34
2020-07-19T04:02:29.920Z,av62200246,7.46,0.34,5,0.38
2020-07-19T03:58:54.940Z,nn00761271,6,1.2,11,
2020-07-19T03:47:39.907Z,ak02098h37tf,78.2,2.6,,
2020-07-19T03:45:53.010Z,nn00761269,3,0.8,10,
2020-07-19T03:41:46.348Z,us7000ar34,440.25,4.4,,7.4
2020-07-19T03:35:40.446Z,ak02098h0n9m,16.4,1.2,,
2020-07-19T03:35:00.620Z,av62200216,7.73,0.92,7,0.36
2020-07-19T03:29:30.420Z,nn00761263,13.6,1.6,17,
2020-07-19T03:27:55.614Z,ak02098gyyo8,85,1.6,,
2020-07-19T03:27:38.531Z,ak02098gyxcw,0,1.7,,
2020-07-19T03:25:12.140Z,nc73428051,4.96,0.78,19,0.39
2020-07-19T03:23:20.720Z,av62200206,8.26,0.6,7,0.47
2020-07-19T03:22:01.150Z,ci38597786,10.96,1.5,40,0.2
2020-07-19T03:21:09.940Z,av62200201,8.13,3.05,22,0.45
2020-07-19T03:14:22.820Z,ci38597778,11.06,0.81,39,0.25
2020-07-19T03:13:11.320Z,ok2020obqz,6,1.37,37,
2020-07-19T03:10:35.080Z,ci38597770,3.91,0.42,31,0.15
2020-07-19T03:07:47.150Z,ci38597762,10.38,2.01,57,0.16
2020-07-19T03:04:23.100Z,av62200186,13.94,0.76,9,0.57
2020-07-19T03:02:42.308Z,ak02098gtkrj,0,1.6,,
2020-07-19T03:00:09.800Z,ci38597746,8.19,1.03,39,0.26
2020-07-19T02:59:28.100Z,ci38597738,2.19,0.98,18,0.15
2020-07-19T02:58:55.010Z,ci38597730,10.59,0.94,46,0.19
2020-07-19T02:53:48.278Z,ak02098gj377,10.1,0.8,,
2020-07-19T02:53:24.307Z,ak02098gj1an,28.7,1.4,,
2020-07-19T02:53:10.800Z,nn00761260,4.3,0.8,18,
2020-07-19T02:50:48.408Z,us7000ar2r,35,4.6,,11
2020-07-19T02:48:48.250Z,nn00761258,8.2,0.7,12,
2020-07-19T02:48:33.979Z,ak02098ghzgl,19.6,1.1,,
2020-07-19T02:47:56.834Z,us7000ar2e,187.68,4.8,,11.5
2020-07-19T02:37:34.310Z,nc73428036,0.38,0.08,5,0.92
2020-07-19T02:28:22.729Z,ak02098gdo24,5,1.3,,
2020-07-19T02:27:50.630Z,ci38597706,9.06,0.99,27,0.18
2020-07-19T02:26:40.270Z,nc73428026,4.47,-0.29,12,0.28
2020-07-19T02:25:51.850Z,us7000ar2d,5,2.6,,3
2020-07-19T02:23:54.060Z,hv72050472,34.61999893,2.17000008,29,0.78
2020-07-19T02:15:12.887Z,us7000ar27,8.68,5.4,,9.1
2020-07-19T02:08:48.110Z,ci38597698,3.66,1.36,26,0.23
2020-07-19T02:06:24.179Z,ok2020obou,7,1.34,22,
2020-07-19T02:02:39.610Z,mb80451134,9,1.21,10,0.62
2020-07-19T02:01:33.070Z,nc73428021,2.19,0.13,25,0.19
2020-07-19T01:53:51.520Z,ci38597690,1.91,0.9,19,0.16
2020-07-19T01:50:19.330Z,ci38597682,6.52,0.53,8,0.28
2020-07-19T01:47:16.315Z,us7000ar23,490.39,4.1,,12.5
2020-07-19T01:41:43.602Z,us7000ar22,10,4.8,,11.1
2020-07-19T01:39:25.991Z,us7000ar1z,10,2.6,,2.2
2020-07-19T01:36:33.424Z,ak02098ftz7x,77.8,1,,
2020-07-19T01:34:23.220Z,nc73428011,2.04,0.56,9,0.38
2020-07-19T01:29:27.410Z,pr2020201000,10,3.26,23,0.58
2020-07-19T01:18:40.380Z,nn00761458,6,0.5,19,
2020-07-19T01:12:58.810Z,ci38597642,3.69,0.32,25,0.16
2020-07-19T01:08:51.860Z,av62200086,4.71,0.6,7,0.41
2020-07-19T01:04:40.080Z,av62200081,4.36,-0.1,6,0.48
2020-07-19T01:02:37.879Z,nn00761252,9.3,0.9,22,
2020-07-19T00:52:44.180Z,ci38597634,12.22,0.59,39,0.2
2020-07-19T00:44:29.970Z,ci38597618,5.61,2,40,0.14
2020-07-19T00:44:04.700Z,ci38597602,3.96,1.17,19,0.25
2020-07-19T00:43:53.000Z,av62200076,5.12,0.54,7,0.29
2020-07-19T00:35:36.500Z,nn00761245,7,1,14,
2020-07-19T00:35:28.467Z,ak02098f8b3x,15.1,4.1,,
2020-07-19T00:34:52.460Z,av62200061,4.63,0.47,7,0.38
2020-07-19T00:34:39.600Z,nc73427996,3.03,1.13,28,0.21
2020-07-19T00:31:59.800Z,av62200056,4.83,1.1,9,0.39
2020-07-19T00:30:38.880Z,ci38597586,9.33,0.66,20,0.26
2020-07-19T00:29:40.368Z,ak02098f724x,3.9,2.1,,
2020-07-19T00:29:02.697Z,us7000ar1n,1.25,3.1,,2.4
2020-07-19T00:20:42.550Z,nn00761243,8.9,0.9,20,
2020-07-19T00:17:00.740Z,nc73427991,2.93,0.82,19,0.29
2020-07-19T00:15:14.990Z,ci38597570,8.7,0.58,19,0.21
2020-07-18T23:47:15.860Z,pr2020200005,10,3.16,23,0.52
2020-07-18T23:45:37.551Z,nn00761239,9.9,1.2,21,
2020-07-18T23:40:26.727Z,ak020975eyju,0,1.6,,
2020-07-18T23:39:33.849Z,ak020975eux8,10,1.4,,
2020-07-18T23:32:09.966Z,us7000ar19,3.49,2.7,,1
2020-07-18T23:31:34.600Z,nc73427981,1.42,1.18,23,0.19
2020-07-18T23:23:25.190Z,nn00761234,0.1,1.2,16,
2020-07-18T23:21:17.730Z,nc73427976,4.26,0.91,26,0.36
2020-07-18T23:16:10.260Z,nn00761231,7,1.4,13,
2020-07-18T23:02:15.200Z,nn00761229,11.8,1,16,
2020-07-18T23:00:27.110Z,nn00761227,9.8,1.1,11,
2020-07-18T22:58:23.020Z,ci38597506,2.33,0.14,12,0.58
2020-07-18T22:17:45.670Z,nc73427966,1.85,0.56,7,0.54
2020-07-18T22:16:21.330Z,hv72050327,30.42000008,2.35,45,0.62
2020-07-18T22:15:10.762Z,ak020974o6nr,78.3,1.3,,
2020-07-18T22:13:08.850Z,nn00761223,11.9,1.3,18,
2020-07-18T22:04:01.690Z,ci38597466,14.42,0.95,14,0.56
2020-07-18T22:00:25.621Z,ak020974l03h,62.7,1.9,,
2020-07-18T21:53:52.890Z,ci38597458,6.03,0.54,16,0.27
2020-07-18T21:52:47.520Z,ak020974ar9o,67.6,1,,
2020-07-18T21:50:44.638Z,ak020974abpr,28,2,,
2020-07-18T21:42:16.020Z,nn00761221,10,0.8,10,
2020-07-18T21:39:05.379Z,ok2020obfz,7.48,1.88,38,
2020-07-18T21:37:39.510Z,us7000ar0e,110.96,4.3,,6.2
2020-07-18T21:33:40.480Z,hv72050277,31.96,3.01,58,0.44
2020-07-18T21:28:17.990Z,pr2020200004,5,2.93,21,0.55
2020-07-18T21:27:22.890Z,nc73427956,3.72,0.99,12,0.31
2020-07-18T21:21:37.705Z,ak02097443ey,4.6,1.4,,
2020-07-18T21:14:47.486Z,us7000aqzx,80.22,4.5,,5.5
2020-07-18T21:13:50.900Z,nc73427951,2.81,0.75,20,0.24
2020-07-18T21:13:21.520Z,nn00761219,12.2,1.1,16,
2020-07-18T21:05:46.914Z,nn00761216,1.7,2.1,26,
2020-07-18T21:00:49.470Z,nc73427946,2.85,0.07,14,0.32
2020-07-18T21:00:34.220Z,nc73427941,2.47,0.83,8,0.47
2020-07-18T20:59:08.630Z,ci38597402,9.47,1.66,14,0.49
2020-07-18T20:56:57.600Z,nc73427936,2.66,0.66,16,0.46
2020-07-18T20:51:36.740Z,nn00761209,8.2,0.8,9,
2020-07-18T20:48:07.600Z,ci38597394,3.83,1.1,26,0.37
2020-07-18T20:46:38.160Z,nc73427931,2.09,0.54,27,0.18
2020-07-18T20:45:39.800Z,hv72050247,30.29999924,2.36,43,0.65
2020-07-18T20:40:03.086Z,ak020973mnww,1.1,2.1,,
2020-07-18T20:18:28.159Z,nn00761203,8.3,2,25,
2020-07-18T20:16:33.450Z,uu60402462,15.17,1.75,12,0.56
2020-07-18T20:06:37.830Z,nc73427926,3.37,0.56,8,0.6
2020-07-18T20:02:54.970Z,nc73427921,2.17,0.27,15,0.28
2020-07-18T20:02:02.760Z,nn00761201,2.5,0.8,12,
2020-07-18T19:52:57.404Z,us7000aqz6,5.47,4,,4.6
2020-07-18T19:50:40.950Z,nn00761197,15.4,1,11,
2020-07-18T19:47:23.030Z,nc73427911,2.66,1.58,44,0.16
2020-07-18T19:42:52.770Z,nn00761194,3.7,1.3,16,
2020-07-18T19:41:36.450Z,ci38597298,6.11,1.03,13,0.37
2020-07-18T19:38:37.501Z,us7000aqze,607.92,4.5,,11.6
2020-07-18T19:35:50.630Z,uu60402457,0.42,1.12,8,0.94
2020-07-18T19:30:35.570Z,nn00761193,1.2,1.4,9,
2020-07-18T19:22:56.665Z,ak020972xhek,68.3,1.6,,
2020-07-18T19:18:56.150Z,ci38597282,11.95,0.69,15,0.41
2020-07-18T19:18:40.950Z,ok2020obbi,7.79,1.58,54,
2020-07-18T19:16:53.130Z,nc73427906,3.71,1.23,13,0.25
2020-07-18T18:57:39.050Z,ci38597266,17.7,0.46,16,0.61
2020-07-18T18:57:05.880Z,mb80451069,9.65,1.17,20,0.47
2020-07-18T18:54:23.690Z,ci38597258,7.51,0.12,20,0.22
2020-07-18T18:43:42.390Z,ci38597242,7.92,0.71,24,0.31
2020-07-18T18:38:20.393Z,us7000aqyh,9.96,4.5,,4.7
2020-07-18T18:27:45.270Z,uu60402437,0.62,1.59,21,0.45
2020-07-18T18:22:50.030Z,ci38597210,6.46,1.49,59,0.21
2020-07-18T18:20:09.580Z,ci38597202,12.49,0.33,13,1.2
2020-07-18T18:19:29.280Z,ci38597194,6.68,1.2,54,0.21
2020-07-18T18:18:24.040Z,ci38597186,6.7,1.64,12,1.03
2020-07-18T18:16:16.860Z,ci38597178,1.57,0.99,10,0.66
2020-07-18T18:12:35.820Z,ci38597154,2.05,1.36,19,0.45
2020-07-18T18:11:14.290Z,nn00761184,8.1,1.5,16,
2020-07-18T18:05:50.250Z,nc73427891,3.42,0.58,16,0.35
2020-07-18T17:55:44.190Z,ci38597106,8.31,0.24,9,0.34
2020-07-18T17:45:24.610Z,mb80451059,10.2,2.41,9,0.99
2020-07-18T17:44:12.260Z,uu60402432,-0.21,0.67,7,0.53
2020-07-18T17:41:22.130Z,ci38597090,11.96,0.68,22,0.48
2020-07-18T17:40:43.929Z,ak020971ug2u,32.2,1.4,,
2020-07-18T17:39:10.130Z,nn00761179,7.8,1.3,14,
2020-07-18T17:35:42.230Z,ci38597066,2.13,1.29,19,0.34
2020-07-18T17:34:19.730Z,nc73427886,7.67,1.5,22,0.27
2020-07-18T17:34:04.320Z,nn00761175,8.6,1.1,13,
2020-07-18T17:33:15.230Z,ci38597058,5.34,0.81,18,0.31
2020-07-18T17:26:54.570Z,hv72050077,35.40000153,1.86000001,33,0.66
2020-07-18T17:23:59.310Z,nc73427881,4.86,1.16,20,0.33
2020-07-18T17:22:18.638Z,nn00761174,3.7,0,8,
2020-07-18T17:19:45.740Z,nc73427876,2.93,0.54,4,1.38
2020-07-18T17:14:29.430Z,ci38597018,2.59,1.48,20,0.23
2020-07-18T17:07:58.200Z,nc73427871,4.93,1.46,20,0.32
2020-07-18T16:55:47.080Z,nn00761172,14,1.3,9,
2020-07-18T16:54:37.620Z,uu60402422,0.06,0.12,6,0.67
2020-07-18T16:48:15.130Z,nc73427866,1.51,1.89,55,0.14
2020-07-18T16:45:41.182Z,ak020971a2ue,0,1.3,1001,
2020-07-18T16:45:37.490Z,nc73427861,0.83,-0.09,6,2.4
2020-07-18T16:45:13.426Z,ak020971a0pe,48.8,1.4,,
2020-07-18T16:40:09.370Z,hv72050017,-1.980000019,1.76,11,0.75
2020-07-18T16:38:27.500Z,nn00761166,9,1.2,24,
2020-07-18T16:36:10.110Z,nn00761163,6.2,1,13,
2020-07-18T16:33:28.580Z,nc73427856,1.53,1.37,32,0.19
2020-07-18T16:21:27.390Z,nn00761161,2.6,1,13,
2020-07-18T16:05:55.127Z,us7000aqxa,10.6,4.5,,5.7
2020-07-18T16:05:54.296Z,nn00761157,7.4,3.3,31,
2020-07-18T16:04:08.320Z,hv72049972,0.78,0.53,15,0.17
2020-07-18T16:03:06.133Z,us7000aqww,10,4.9,,10
2020-07-18T15:56:24.960Z,nn00761153,1.8,0.6,9,
2020-07-18T15:53:34.924Z,ak020970qcj7,10.9,2.2,,
2020-07-18T15:53:10.670Z,nc73427841,5.96,0.68,10,3.29
2020-07-18T15:49:31.580Z,ci38596938,8.42,0.81,12,0.64
2020-07-18T15:47:48.190Z,hv72049967,-0.53,2.41,40,0.33
2020-07-18T15:47:11.870Z,hv72049962,6.43,0.81,20,0.33
2020-07-18T15:40:59.150Z,ci38596930,10.3,1.26,14,0.7
2020-07-18T15:40:21.280Z,ci37450941,5.01,1.73,19,0.27
2020-07-18T15:40:11.506Z,ak020970nidh,20,0.9,,
2020-07-18T15:40:11.110Z,ci38596922,6.21,1.85,37,0.14
2020-07-18T15:36:09.410Z,nn00761141,11,0.5,11,
2020-07-18T15:35:06.880Z,uw61660316,11.36,0.89,13,0.79
2020-07-18T15:34:43.086Z,ak020970mai3,0.2,1.9,,
2020-07-18T15:33:02.620Z,ci38596898,10.5,0.89,21,0.24
2020-07-18T15:32:36.863Z,us7000aqwd,14.37,6.1,,9.5
2020-07-18T15:29:56.819Z,us7000aqw9,5,2.7,,1.3
2020-07-18T15:29:43.200Z,nn00761137,6.4,0.9,16,
2020-07-18T15:22:41.450Z,uu60402407,2.13,0.84,7,0.68
2020-07-18T15:20:52.520Z,nn00761134,5.8,1,16,
2020-07-18T15:17:35.020Z,pr2020200003,10,2.8,21,0.35
2020-07-18T15:16:37.040Z,hv72049932,30.26000023,2,44,0.64
2020-07-18T15:09:52.580Z,nn00761131,9.4,0.9,11,
2020-07-18T15:04:21.280Z,nn00761128,0,0.8,14,
2020-07-18T15:00:25.122Z,ak020970eys4,16.6,1.7,,
2020-07-18T14:44:40.720Z,ci38596818,5.31,0.32,21,0.2
2020-07-18T14:44:14.510Z,nn00761122,4.8,1,15,
2020-07-18T14:40:35.780Z,ci38596810,2.12,0.79,8,0.19
2020-07-18T14:38:46.240Z,nc73427821,1.65,0.56,9,0.39
2020-07-18T14:35:55.090Z,nn00761120,7.4,1.5,14,
2020-07-18T14:33:56.356Z,nn00761116,3,2.6,27,
2020-07-18T14:33:48.076Z,ak0209700nkn,7.1,0.2,,
2020-07-18T14:33:24.920Z,ci38596802,8.88,0.09,21,0.23
2020-07-18T14:26:06.152Z,ak02096zz2bg,85.4,1.9,,
2020-07-18T14:19:10.800Z,ci38596762,6.54,0.25,27,0.22
2020-07-18T14:14:20.700Z,nn00761112,3.2,2.3,25,
2020-07-18T14:05:38.540Z,nn00761110,4.4,1.6,13,
2020-07-18T14:00:15.008Z,ak02096ztie4,19.5,1,,
2020-07-18T13:47:44.570Z,ci38596730,5.09,0.17,20,0.3
2020-07-18T13:46:33.050Z,ci38596722,15.27,0.88,21,0.38
2020-07-18T13:44:43.519Z,ak02096zhkhr,19.1,1.2,,
2020-07-18T13:44:34.960Z,nn00761109,1.9,1,12,
2020-07-18T13:44:34.870Z,ci38596714,5.2,1.62,69,0.2
2020-07-18T13:44:15.695Z,ak02096zhif4,0.8,1.7,,
2020-07-18T13:38:43.477Z,ak02096zga71,5.5,1.5,,
2020-07-18T13:38:03.021Z,us7000aqv9,197.25,4.6,,11.7
2020-07-18T13:37:14.810Z,nc73427801,14.47,1.08,19,0.3
2020-07-18T13:35:52.500Z,ci38596706,11.51,1.24,47,0.24
2020-07-18T13:34:12.050Z,mb80451029,8.28,1.34,24,0.47
2020-07-18T13:18:29.540Z,ak02096zbyps,2.4,1.6,,
2020-07-18T13:18:19.520Z,nc73427796,5.64,0.94,27,0.21
2020-07-18T13:11:46.010Z,nn00761108,19.3,0.7,11,
2020-07-18T13:09:00.890Z,ok2020oapd,7,1.35,14,
2020-07-18T13:07:39.990Z,nc73427791,0.15,0.55,7,0.36
2020-07-18T12:55:58.940Z,nc73427786,2.29,0.37,12,0.31
2020-07-18T12:51:15.510Z,nn00761105,10.3,0.9,15,
2020-07-18T12:48:21.830Z,nc73427781,3.05,0.55,6,0.9
2020-07-18T12:45:59.830Z,ci38596642,2.57,1.12,28,0.16
2020-07-18T12:45:49.197Z,us7000aque,157.38,4,,6.7
2020-07-18T12:45:19.270Z,nc73427776,2.13,1.29,45,0.14
2020-07-18T12:41:09.110Z,nn00761101,8.4,1.2,11,
2020-07-18T12:37:48.996Z,ak02096yunar,64.3,1.5,,
2020-07-18T12:36:17.770Z,ci37450885,13.25,1.63,63,0.16
2020-07-18T12:36:09.700Z,ci38596618,11.73,1.33,57,0.19
2020-07-18T12:33:14.230Z,hv72049762,33.43000031,1.72000003,27,0.76
2020-07-18T12:31:38.470Z,ci38596602,8.23,1.03,40,0.13
2020-07-18T12:30:47.492Z,us7000aquq,20.87,4.5,,3.4
2020-07-18T12:28:58.833Z,ak02096ysqm2,9.9,1,,
2020-07-18T12:27:40.695Z,ak02096yshhx,41.7,1.6,,
2020-07-18T12:20:13.510Z,nn00761099,4.7,0.6,11,
2020-07-18T12:10:39.627Z,us7000aqtv,10,3.2,,2.3
2020-07-18T12:02:50.307Z,us7000aqtu,10,4.9,,15.7
2020-07-18T12:00:50.418Z,us7000aqtt,35.15,5,,12
2020-07-18T11:57:33.405Z,ak02096ydgt8,17.4,0.6,,
2020-07-18T11:46:25.440Z,nn00761098,0.9,0.4,10,
2020-07-18T11:40:06.090Z,ci38596594,8.73,0.4,17,0.31
2020-07-18T11:37:19.520Z,ci38596586,6.84,1.75,40,0.23
2020-07-18T11:36:22.990Z,hv72049692,35.11999893,1.70000005,39,0.7
2020-07-18T11:35:45.181Z,us7000aqvz,10,2.2,,1.7
2020-07-18T11:29:36.210Z,ci38596578,5.98,0.18,18,0.25
2020-07-18T11:25:37.384Z,nn00761095,3,1.9,26,
2020-07-18T11:23:54.980Z,ci38596570,1.96,1.12,15,0.4
2020-07-18T11:21:43.920Z,nc73427771,2.44,0.18,25,0.17
2020-07-18T11:19:23.833Z,us7000aqth,10,4.9,,16
2020-07-18T11:12:08.580Z,ci38596546,4.68,0.78,30,0.18
2020-07-18T11:09:00.310Z,nc73427766,2.88,1.42,44,0.15
2020-07-18T10:59:50.679Z,us7000aqte,35,4.2,,3.6
2020-07-18T10:58:35.330Z,nn00761092,1.3,0.6,10,
2020-07-18T10:57:31.630Z,ci38596538,6.39,0.85,36,0.19
2020-07-18T10:54:44.600Z,ci38596530,8.21,1.2,30,0.19
2020-07-18T10:47:35.080Z,ci38596522,11.04,0.7,29,0.21
2020-07-18T10:47:11.870Z,ci38596514,7.3,0.98,13,0.58
2020-07-18T10:46:39.110Z,nn00761090,7.2,0.6,11,
2020-07-18T10:44:31.570Z,ci38596506,14.73,0.89,15,0.45
2020-07-18T10:42:42.690Z,hv72049652,32.31000137,1.80999994,43,0.76
2020-07-18T10:37:01.050Z,nc73427761,3.25,0.93,18,0.31
2020-07-18T10:36:21.693Z,nn00761087,2.5,1.2,22,
2020-07-18T10:36:10.104Z,ak02096xnhde,46.7,1.2,,
2020-07-18T10:34:59.000Z,nn00761084,8.5,1.6,11,
2020-07-18T10:31:53.620Z,ci38596498,10.2,0.5,23,0.21
2020-07-18T10:28:37.610Z,ci38596490,2.98,1.16,59,0.11
2020-07-18T10:28:14.644Z,ak02096xlrzq,33.4,1.5,,
2020-07-18T10:26:39.020Z,nn00761083,2.8,0.8,11,
2020-07-18T10:25:14.180Z,ci38596482,1.19,0.84,11,0.34
2020-07-18T10:21:26.890Z,pr2020200002,6,2.85,20,0.43
2020-07-18T10:18:15.011Z,ak02096xjmy9,10.8,1,,
2020-07-18T10:18:10.860Z,nn00761081,12.9,0.7,10,
2020-07-18T10:09:01.290Z,nn00761079,10.5,0.7,12,
2020-07-18T10:07:01.700Z,nn00761074,6.4,1.6,15,
2020-07-18T10:06:49.770Z,nn00761075,1.6,0.8,12,
2020-07-18T10:05:54.421Z,ak02096xgxzx,64.3,1.6,2001,
2020-07-18T09:59:51.505Z,ak02096x72fk,2.8,1.3,,
2020-07-18T09:57:37.080Z,hv72049612,31.47999954,1.82000005,42,0.61
2020-07-18T09:51:44.000Z,nn00761073,19.9,1,9,
2020-07-18T09:51:28.950Z,ci38596474,13.47,0.68,29,0.3
2020-07-18T09:50:56.180Z,nn00761071,8.6,0.8,13,
2020-07-18T09:46:19.150Z,nc73427756,24.1,2.66,31,1.47
2020-07-18T09:45:59.587Z,ak02096x4312,8.1,0.9,,
2020-07-18T09:41:45.560Z,uu60402387,5.12,-0.07,7,3.25
2020-07-18T09:31:39.320Z,ci38596466,16.16,0.88,48,0.15
2020-07-18T09:31:28.300Z,nn00761067,6.2,1.6,24,
2020-07-18T09:24:24.013Z,ak02096wzi8x,3.7,1.1,,
2020-07-18T09:23:48.980Z,hv72049562,33.61000061,1.92999995,46,0.69
2020-07-18T09:16:58.320Z,ak02096wxv60,60.2,1.2,,
2020-07-18T09:09:22.630Z,nc73427751,3.22,0.78,13,1.65
2020-07-18T09:02:49.160Z,nn00761065,10.9,1.1,12,
2020-07-18T08:56:14.450Z,nn00761062,8.4,0.8,10,
2020-07-18T08:50:55.240Z,nn00761059,13.6,1.4,19,
2020-07-18T08:41:48.567Z,ak02096whrpo,15.7,1.9,,
2020-07-18T08:37:40.164Z,ak02096wgw2o,0,2.4,,
2020-07-18T08:35:22.374Z,ak02096wgfce,93.8,1.6,,
2020-07-18T08:35:19.450Z,nc73427746,1.16,0.55,6,0.51
2020-07-18T08:34:00.530Z,ci38596458,4.97,0.89,23,0.33
2020-07-18T08:30:21.730Z,uu60402382,5.15,0.57,10,0.5
2020-07-18T08:28:27.374Z,us7000aqsz,10,2.9,,3.7
2020-07-18T08:23:16.895Z,ak02096wdudl,84.2,0.8,,
2020-07-18T08:19:06.100Z,nc73427741,4.98,1.96,46,0.21
2020-07-18T08:18:00.216Z,ak02096wcqid,23.8,1.4,,
2020-07-18T08:17:59.360Z,ci38596450,8.85,0.87,21,0.14
2020-07-18T08:10:51.530Z,hv72049517,-1.789999962,1.80999994,10,0.91
2020-07-18T08:08:40.880Z,uu60402372,8.76,0.36,12,0.4
2020-07-18T08:08:13.256Z,ak02096wambz,80.8,2,,
2020-07-18T08:06:40.140Z,nc73427736,2.12,0.41,10,0.4
